Id,Price
725,157676.52169056778
15856,200119.48172449705
5480,187930.45041101202
15664,343260.7128518878
14275,136403.38548685756
7633,196917.70954385103
13329,174321.44075723796
5502,222475.41746022803
4220,294853.6407442618
11538,211614.88743493176
15975,266486.12022626505
3310,213680.83847282932
9286,152155.8884811775
11260,181074.33138643886
5214,106580.67817032078
11307,177679.69529292118
13543,381225.0735407624
615,178696.12327658408
3495,218287.50442183221
2321,236376.78315361057
12046,179340.5112586184
16688,149263.91812828553
12694,221283.04552564796
783,153070.14506427437
8968,171880.70587141425
13454,178101.89677134345
12190,291410.1159844101
11160,113163.13883718837
10291,198252.0346559366
891,281536.3752604946
2982,181640.10133163296
3818,248460.81575027414
2449,191977.94880230175
8317,165124.76990498838
4922,178847.76917613327
1257,240080.61341172646
9348,205511.0728471092
4176,201880.39546682965
10704,171473.62771093284
6624,114379.4900553962
5428,177779.74753658744
12749,178616.50394216855
8994,214609.3662378997
11513,144435.04700221375
3047,176772.9388285858
9519,233612.38646552913
12309,240738.84261170845
14081,267592.83159561566
8334,248485.6736704696
6343,173633.88050652485
14788,132026.9363561118
15748,373043.4036340891
153,243536.66091112702
14149,183342.67939065833
269,200133.5643377246
5452,125440.34621976234
721,164773.53488682694
5079,346039.81297090655
2831,115062.26629628662
10614,108910.76299745262
10131,258996.00287303363
9996,297527.53540580405
3061,198513.11795488742
11733,333819.5035431663
3726,258795.4059036584
10929,210400.15890139044
9011,383122.0374940573
16182,295671.5855289584
4976,178867.38129982515
9897,242977.83447816927
1872,147043.7762569581
9205,388672.64270519116
5403,388274.4690609034
14074,199988.00020269904
6268,152311.93676935512
14232,166346.45396085057
8532,246319.90507549816
7034,326389.1562426937
6553,474129.86860331567
3133,171319.19890305575
8596,200666.36494212222
12389,239211.99121857795
14462,179180.91633903552
8860,337838.2697816705
8377,298710.38524997834
6367,310106.8684004874
6917,251055.57369700764
4216,191984.92047136757
5806,173299.49868873457
5438,181671.36715849125
6632,193833.54429985132
2650,158790.29077429755
5396,236610.781845506
4044,154225.62776180852
1345,211409.3518370144
856,181155.27923366995
12791,257611.24271225906
12499,217411.2288076695
12249,128732.96886953987
14641,138989.62213884766
1919,165068.5319848108
7848,197280.18330063866
10749,181660.18144437845
15554,190210.8923866214
15834,131093.832884646
1355,154364.49358758502
15451,175918.1818267345
12401,205864.06507209846
10290,169636.79943463148
9462,117920.08444111368
3103,234811.09095814681
3420,129302.64372670677
12262,238277.65533135482
5032,139312.1486297598
8949,308424.8273200099
15567,229172.6797405698
16389,163646.43452378613
7809,85907.67812136274
8990,158744.36911712843
16089,245891.642347258
12743,99931.81514376051
5132,126904.53004801155
1619,290773.94302082335
2428,89647.0353471847
16741,163117.61899251168
13193,223292.03751979943
12588,550356.885684027
5067,172790.10244259535
14685,126789.36620735996
2292,177572.74241813636
5746,129347.940495196
12578,162925.44194882648
14834,176232.77857007284
2147,173721.68961009305
8222,129768.44872042854
10419,267449.15236353053
11492,207700.238873392
3006,211002.73105959222
8761,199410.9451832355
15371,368913.4573169898
16367,161064.18518573116
6317,277865.43776603974
10878,268536.7250389755
3895,164270.98797987503
8041,197179.33150479858
13428,473487.909032147
14669,166100.8751032283
1006,181405.60022579934
12271,180260.5787234168
3764,423176.2415233669
7675,188359.94332709652
11709,283982.9020835911
8629,156906.13700791702
1105,432682.30843496864
6096,178241.03619048416
11727,212851.52610875302
